daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kab Garut,Jawa Barat,Realisasi,2019-09-05,4301344000000,421299000000,128132000000,22840000000,5426000000,264901000000,2625652000000,189818000000,1776937000000,658897000000,1254392000000,284286000000,0,196268000000,410786000000,338612000000,24439000000,4257224000000,0,1173488000000,537593000000
Kab Indramayu,Jawa Barat,Realisasi,2019-09-05,3338766000000,419893000000,109402000000,28515000000,11227000000,270748000000,1988743000000,187590000000,1371770000000,429383000000,930130000000,182012000000,0,221378000000,345922000000,180818000000,0,3250490000000,0,704137000000,769880000000
Kab Karawang,Jawa Barat,Realisasi,2019-09-05,4188372000000,1169569000000,807639000000,74229000000,5144000000,282556000000,2048786000000,311773000000,1245521000000,491492000000,970017000000,240772000000,0,398404000000,306698000000,23521000000,621000000,4313081000000,0,1420921000000,697603000000
Kab Kuningan,Jawa Barat,Realisasi,2019-09-05,2469916000000,303218000000,88076000000,45085000000,4667000000,165391000000,1662033000000,64868000000,1197195000000,399970000000,504665000000,388341000000,0,116324000000,0,0,0,2508506000000,0,589233000000,221662000000
Kab Majalengka,Jawa Barat,Realisasi,2019-09-05,2817971000000,449974000000,144492000000,18506000000,7229000000,279747000000,1668010000000,77319000000,1170273000000,420418000000,699987000000,124027000000,0,143369000000,312486000000,120105000000,0,2791917000000,0,371066000000,681605000000
Kab Purwakarta,Jawa Barat,Realisasi,2019-09-05,2060668000000,368851000000,222378000000,22847000000,5483000000,118143000000,1220987000000,100684000000,854420000000,265883000000,470830000000,0,0,164863000000,285770000000,20196000000,0,1920110000000,0,384716000000,228164000000
Kab Subang,Jawa Barat,Realisasi,2019-09-05,2841063000000,400755000000,177850000000,22275000000,14652000000,185978000000,1867788000000,148889000000,1282509000000,436390000000,572520000000,161725000000,0,225455000000,185340000000,0,0,2932138000000,0,514867000000,486208000000
Kab Sukabumi,Jawa Barat,Realisasi,2019-09-05,3762188000000,565369000000,235668000000,38982000000,9724000000,280995000000,1964153000000,151041000000,1580415000000,232696000000,1232666000000,249217000000,0,236419000000,620224000000,108752000000,18054000000,3824205000000,0,1210744000000,614381000000
Kab Sumedang,Jawa Barat,Realisasi,2019-09-05,2749897000000,432182000000,188936000000,11187000000,8659000000,223400000000,1638677000000,103163000000,1125798000000,409716000000,679038000000,120505000000,0,138154000000,217462000000,202917000000,0,2690087000000,0,667454000000,410349000000
Kab Tasikmalaya,Jawa Barat,Realisasi,2019-09-05,3557974000000,248420000000,66944000000,9666000000,23293000000,148518000000,2067009000000,65482000000,1451247000000,550280000000,1242545000000,172754000000,0,138493000000,356337000000,574961000000,0,3463237000000,0,765838000000,524842000000
Kota Bandung,Jawa Barat,Realisasi,2019-09-05,5939997000000,2571592000000,2160150000000,69134000000,10772000000,331535000000,2427238000000,321724000000,1643077000000,462437000000,941168000000,43554000000,0,855508000000,0,42105000000,0,5758105000000,0,1691167000000,1015004000000
Kota Bekasi,Jawa Barat,Realisasi,2019-09-05,4835980000000,2001150000000,1580754000000,77320000000,12087000000,330989000000,1653957000000,146671000000,1212034000000,295252000000,1180873000000,189471000000,0,791359000000,0,200043000000,0,5001749000000,0,1818530000000,780096000000
Kota Bogor,Jawa Barat,Realisasi,2019-09-05,2328703000000,912198000000,592979000000,48418000000,26772000000,244029000000,1066763000000,94958000000,791929000000,179875000000,349743000000,87142000000,0,236569000000,0,26031000000,0,2406587000000,0,672795000000,455462000000
Kota Cirebon,Jawa Barat,Realisasi,2019-09-05,1405478000000,440436000000,175791000000,10926000000,5172000000,248548000000,814145000000,71877000000,577779000000,164489000000,150896000000,38628000000,0,89899000000,0,22369000000,0,1426055000000,0,576250000000,175693000000
Kota Depok,Jawa Barat,Realisasi,2019-09-05,2898393000000,1059700000000,839492000000,36388000000,12681000000,171139000000,1158660000000,102464000000,860676000000,195519000000,680033000000,123281000000,0,478502000000,78250000000,0,0,2763912000000,0,667415000000,770054000000
Kota Sukabumi,Jawa Barat,Realisasi,2019-09-05,1223767000000,362342000000,55741000000,8331000000,3535000000,294734000000,688217000000,61362000000,495865000000,130990000000,173208000000,37446000000,0,67869000000,39250000000,0,28643000000,1185870000000,0,502696000000,140101000000
Kota Tasikmalaya,Jawa Barat,Realisasi,2019-09-05,1837915000000,280015000000,120014000000,11665000000,5418000000,142918000000,1145173000000,65167000000,780073000000,299933000000,412728000000,65438000000,0,107954000000,0,239336000000,0,1914915000000,0,653200000000,374596000000
Kota Cimahi,Jawa Barat,Realisasi,2019-09-05,1316230000000,335017000000,134770000000,12221000000,9391000000,178634000000,788025000000,66808000000,576278000000,144939000000,193189000000,50477000000,0,128044000000,0,10167000000,4500000000,1489073000000,0,531595000000,276020000000
Kota Banjar,Jawa Barat,Realisasi,2019-09-05,800031000000,116167000000,11995000000,5481000000,3702000000,94989000000,505144000000,61065000000,368153000000,75925000000,178720000000,18012000000,0,27805000000,49541000000,83363000000,0,803917000000,0,220071000000,193783000000
Kab Bandung Barat,Jawa Barat,Realisasi,2019-09-05,2601957000000,422341000000,306238000000,20368000000,0,95736000000,1525369000000,81417000000,1091119000000,352834000000,654246000000,162089000000,0,240298000000,198291000000,53567000000,0,2643896000000,0,591835000000,264540000000
Kab Pangandaran,Jawa Barat,Realisasi,2019-09-05,1137227000000,111217000000,52933000000,36876000000,0,21409000000,787755000000,59285000000,538352000000,190118000000,238255000000,0,0,41858000000,76671000000,0,119727000000,1161647000000,0,232309000000,284898000000
Kab Banjarnegara,Jawa Tengah,Realisasi,2019-09-05,2074653000000,235994000000,57741000000,30582000000,15038000000,132633000000,1354080000000,30049000000,959486000000,364545000000,484578000000,86717000000,0,107965000000,249526000000,40371000000,0,2119097000000,0,424176000000,474608000000
Kab Banyumas,Jawa Tengah,Realisasi,2019-09-05,3265927000000,648327000000,211550000000,32451000000,24790000000,379536000000,1894413000000,42908000000,1373972000000,477533000000,723187000000,181538000000,0,211523000000,330126000000,0,0,3319061000000,0,844054000000,525417000000
Kab Batang,Jawa Tengah,Realisasi,2019-09-05,1701877000000,237548000000,74196000000,18429000000,9541000000,135382000000,1048707000000,36199000000,781383000000,231125000000,415622000000,800000000,0,104709000000,202654000000,33698000000,73762000000,1687216000000,0,387804000000,163401000000
Kab Blora,Jawa Tengah,Realisasi,2019-09-05,2120671000000,203183000000,53817000000,8639000000,8113000000,132614000000,1375550000000,115864000000,926683000000,333004000000,541938000000,79907000000,0,206047000000,255984000000,0,0,2116476000000,0,306144000000,499440000000
Kab Boyolali,Jawa Tengah,Realisasi,2019-09-05,2227781000000,342957000000,134431000000,16090000000,18987000000,173450000000,1438529000000,42900000000,1014602000000,381026000000,446295000000,81158000000,0,127481000000,216498000000,21157000000,0,2203113000000,0,433962000000,498972000000
Kab Brebes,Jawa Tengah,Realisasi,2019-09-05,2854044000000,346908000000,95716000000,13659000000,5127000000,232405000000,1753058000000,32660000000,1321798000000,398600000000,754078000000,168453000000,0,183008000000,0,58420000000,344197000000,2825364000000,0,676220000000,527158000000
Kab Cilacap,Jawa Tengah,Realisasi,2019-09-05,3072112000000,527578000000,185943000000,43487000000,18456000000,279692000000,1874260000000,68198000000,1362444000000,443619000000,670274000000,169833000000,0,205307000000,268037000000,27097000000,0,2985423000000,0,766452000000,550841000000
Kab Demak,Jawa Tengah,Realisasi,2019-09-05,2143306000000,342325000000,138653000000,24905000000,17612000000,161155000000,1205187000000,35462000000,894377000000,275348000000,595795000000,99492000000,0,154266000000,263566000000,78173000000,298000000,2050066000000,0,398112000000,414681000000
Kab Grobogan,Jawa Tengah,Realisasi,2019-09-05,2439502000000,315744000000,77020000000,12767000000,17539000000,208419000000,1520822000000,40961000000,1094460000000,385401000000,602936000000,130754000000,0,158364000000,273195000000,40622000000,0,2345537000000,0,588753000000,423425000000
Kab Jepara,Jawa Tengah,Realisasi,2019-09-05,2255843000000,369330000000,104945000000,21352000000,10179000000,232854000000,1339634000000,39837000000,984915000000,314882000000,546878000000,104992000000,0,155635000000,198273000000,87978000000,0,2300574000000,0,632234000000,397783000000
Kab Karanganyar,Jawa Tengah,Realisasi,2019-09-05,2113929000000,343156000000,167177000000,20522000000,14027000000,141432000000,1325732000000,38882000000,978665000000,308186000000,445040000000,85848000000,9668000000,142435000000,207089000000,0,0,2064582000000,0,478973000000,261936000000
Kab Kebumen,Jawa Tengah,Realisasi,2019-09-05,2639815000000,352047000000,96776000000,37340000000,9734000000,208197000000,1654135000000,29627000000,1234003000000,390505000000,633632000000,126590000000,0,133144000000,350024000000,23875000000,0,2652048000000,0,511197000000,370004000000
Kab Kendal,Jawa Tengah,Realisasi,2019-09-05,2138564000000,335892000000,119982000000,32876000000,17915000000,165120000000,1299803000000,47529000000,956331000000,295943000000,502869000000,91020000000,0,143996000000,242090000000,25763000000,1000000,2148450000000,0,556020000000,284991000000
Kab Klaten,Jawa Tengah,Realisasi,2019-09-05,2577961000000,395884000000,115772000000,13030000000,22811000000,244271000000,1652128000000,41131000000,1237967000000,373029000000,529949000000,22157000000,0,175902000000,0,10210000000,321680000000,2611007000000,0,396577000000,384575000000
Kab Kudus,Jawa Tengah,Realisasi,2019-09-05,1996530000000,337365000000,114155000000,18367000000,7574000000,197267000000,1281771000000,235660000000,807057000000,239054000000,377394000000,67511000000,0,147274000000,143595000000,19014000000,0,1957702000000,0,453849000000,377578000000
Kab Magelang,Jawa Tengah,Realisasi,2019-09-05,2302191000000,325089000000,124444000000,18186000000,28534000000,153924000000,1398133000000,36432000000,1060541000000,301161000000,578969000000,89457000000,0,154791000000,325361000000,9359000000,0,2486541000000,0,495705000000,501727000000
Kab Pati,Jawa Tengah,Realisasi,2019-09-05,2381101000000,384042000000,82553000000,19680000000,16233000000,265576000000,1637311000000,33452000000,1189797000000,414062000000,359749000000,102740000000,0,185507000000,0,71501000000,0,2781235000000,0,574238000000,439493000000
Kab Pekalongan,Jawa Tengah,Realisasi,2019-09-05,2101449000000,311288000000,65416000000,10166000000,7355000000,228351000000,1288217000000,26222000000,915154000000,346841000000,501944000000,80711000000,0,110590000000,235517000000,75125000000,0,2160759000000,0,359949000000,431413000000
Kab Pemalang,Jawa Tengah,Realisasi,2019-09-05,2428264000000,300482000000,76107000000,29878000000,15475000000,179021000000,1542919000000,30316000000,1180834000000,331768000000,584863000000,149949000000,0,150362000000,253823000000,30730000000,0,2324289000000,0,500093000000,291382000000
Kab Purbalingga,Jawa Tengah,Realisasi,2019-09-05,1948442000000,282679000000,57569000000,44244000000,21406000000,159460000000,1240574000000,25434000000,881574000000,333565000000,425189000000,92295000000,0,111398000000,209434000000,12062000000,0,1924908000000,0,402071000000,270528000000
Kab Purworejo,Jawa Tengah,Realisasi,2019-09-05,2049784000000,286972000000,68816000000,12868000000,10259000000,195028000000,1247437000000,25827000000,924252000000,297357000000,515376000000,71670000000,0,98828000000,334017000000,10860000000,0,2125881000000,0,347091000000,365866000000
Kab Rembang,Jawa Tengah,Realisasi,2019-09-05,1785911000000,296676000000,100438000000,21442000000,18775000000,156021000000,902171000000,41012000000,771584000000,89575000000,587063000000,56968000000,0,105216000000,398054000000,26825000000,0,1814662000000,0,263638000000,309449000000
Kab Semarang,Jawa Tengah,Realisasi,2019-09-05,2117417000000,383476000000,152257000000,31931000000,9874000000,189414000000,1307508000000,40449000000,952362000000,314697000000,426432000000,726000000,0,159266000000,95787000000,13568000000,157085000000,2171800000000,0,459073000000,405051000000
Kab Sragen,Jawa Tengah,Realisasi,2019-09-05,2173350000000,334303000000,85863000000,13282000000,14420000000,220737000000,1396509000000,27429000000,1049017000000,320063000000,442538000000,79431000000,0,142518000000,155148000000,65441000000,0,2236803000000,0,393845000000,428219000000
Kab Sukoharjo,Jawa Tengah,Realisasi,2019-09-05,2055518000000,433485000000,235895000000,23046000000,20894000000,153651000000,1219811000000,26507000000,906417000000,286887000000,402221000000,75882000000,0,152732000000,161826000000,11781000000,0,2050162000000,0,432590000000,388468000000
Kab Tegal,Jawa Tengah,Realisasi,2019-09-05,2524366000000,372283000000,107035000000,17834000000,12577000000,234836000000,1513203000000,29421000000,1144494000000,339288000000,638880000000,143497000000,0,167208000000,317703000000,10473000000,0,2575621000000,0,484445000000,417983000000
Kab Temanggung,Jawa Tengah,Realisasi,2019-09-05,1731236000000,252020000000,40401000000,12703000000,24857000000,174059000000,1069110000000,50076000000,793486000000,225549000000,410106000000,62887000000,0,94538000000,231793000000,20888000000,0,1670309000000,0,319426000000,185772000000
Kab Wonogiri,Jawa Tengah,Realisasi,2019-09-05,2298177000000,269032000000,54710000000,23668000000,16155000000,174500000000,1532140000000,27810000000,1124733000000,379596000000,497004000000,121140000000,0,120111000000,208938000000,42971000000,3843000000,1507587000000,0,339377000000,0
Kab Wonosobo,Jawa Tengah,Realisasi,2019-09-05,1851441000000,226819000000,41562000000,9713000000,15369000000,160176000000,1139805000000,34627000000,827792000000,277387000000,484816000000,87701000000,0,99433000000,193165000000,104517000000,0,1856165000000,0,384799000000,381601000000
Kota Magelang,Jawa Tengah,Realisasi,2019-09-05,908089000000,249877000000,34283000000,5642000000,8694000000,201258000000,570456000000,24423000000,440041000000,105991000000,87756000000,18088000000,0,46788000000,18250000000,3916000000,714000000,937346000000,0,364256000000,237423000000
Kota Pekalongan,Jawa Tengah,Realisasi,2019-09-05,905232000000,179224000000,70561000000,15986000000,5920000000,86757000000,586380000000,26693000000,449056000000,110631000000,139627000000,23779000000,0,75274000000,33250000000,7325000000,0,883185000000,0,317054000000,146383000000
Kota Salatiga,Jawa Tengah,Realisasi,2019-09-05,889992000000,208926000000,55520000000,10658000000,13732000000,129016000000,561013000000,24418000000,448068000000,88527000000,120053000000,17648000000,0,63905000000,38500000000,0,0,923538000000,0,272278000000,222022000000
Kota Semarang,Jawa Tengah,Realisasi,2019-09-05,4234394000000,1821274000000,1331818000000,107791000000,42552000000,339113000000,1438791000000,168784000000,1190422000000,79584000000,974329000000,111643000000,0,517052000000,310697000000,34938000000,0,4506408000000,0,1647953000000,1228459000000
Kota Surakarta,Jawa Tengah,Realisasi,2019-09-05,1879056000000,527739000000,339920000000,57024000000,12259000000,118537000000,1090922000000,47513000000,826588000000,216821000000,260394000000,47511000000,0,155505000000,33250000000,24128000000,0,1914819000000,0,620974000000,523770000000
Kota Tegal,Jawa Tengah,Realisasi,2019-09-05,987244000000,275021000000,83852000000,17402000000,3531000000,170236000000,602567000000,25571000000,482151000000,94845000000,109656000000,27015000000,0,66093000000,0,16548000000,0,916731000000,0,411288000000,113623000000
Kab Bantul,DI Yogyakarta,Realisasi,2019-09-05,2227752000000,462654000000,182127000000,46053000000,19653000000,214821000000,1355456000000,30584000000,982251000000,342621000000,409642000000,139342000000,0,155587000000,113326000000,1387000000,0,2165652000000,0,584224000000,338160000000
